employee_id,timestamp,location,cpu,memory_percent,disk_percent,network_sent,network_received,process_count,is_suspicious
emp_0619,2025-05-15 09:46:01,Bahawalpur,30.25,21.32,72.31,165.17,151.31,39.33,0
emp_1765,2025-05-15 04:35:55,Rawalpindi,96.92,77.74,91.74,581.62,791.58,151.91,1
emp_0521,2025-05-15 15:42:34,Bahawalpur,49.72,66.45,51.88,81.32,21.21,44.16,0
emp_0329,2025-05-15 14:44:02,Bahawalpur,39.33,70.28,41.77,212.46,153.02,46.79,0
emp_0018,2025-05-15 11:53:44,Bahawalpur,11.31,50.82,49.36,37.07,89.15,43.83,0
emp_1498,2025-05-15 16:33:20,Bahawalpur,29.07,24.47,52.88,104.12,90.27,48.52,0
emp_0503,2025-05-15 14:56:54,Bahawalpur,43.84,31.97,72.42,74.07,74.51,67.59,0
emp_0930,2025-05-15 15:15:48,Bahawalpur,20.27,37.32,54.58,84.1,104.8,43.85,0
emp_1783,2025-05-15 15:44:36,Bahawalpur,13.72,48.6,30.93,116.63,135.25,42.55,0
emp_1999,2025-05-15 10:51:28,Bahawalpur,41.75,67.43,45.3,120.62,37.94,69.96,0
emp_1866,2025-05-15 12:56:46,Bahawalpur,31.59,47.48,59.33,43.64,14.57,39.05,0
emp_1465,2025-05-15 12:27:17,Bahawalpur,44.71,54.4,30.0,36.64,105.36,81.04,0
emp_0036,2025-05-15 10:01:37,Bahawalpur,37.49,24.62,57.44,59.36,141.4,71.42,0
emp_0853,2025-05-15 15:36:32,Bahawalpur,40.83,77.3,87.2,163.75,136.69,37.41,0
emp_0374,2025-05-15 09:43:22,Bahawalpur,18.96,42.33,86.91,103.53,74.15,51.13,0
emp_0006,2025-05-15 23:50:57,Karachi,100.0,84.04,96.49,459.36,593.0,200.0,0
emp_1914,2025-05-15 09:04:33,Bahawalpur,37.22,34.35,63.79,79.76,98.64,28.27,0
emp_0696,2025-05-15 13:42:44,Bahawalpur,27.41,36.35,67.84,27.63,46.0,54.35,0
emp_1994,2025-05-15 16:37:37,Bahawalpur,39.69,50.65,61.39,166.49,109.04,61.66,0
emp_1157,2025-05-15 11:30:16,Bahawalpur,43.35,43.58,49.16,85.26,120.95,73.76,0
emp_1452,2025-05-15 14:37:24,Bahawalpur,38.42,37.91,52.78,94.34,99.31,70.23,0
emp_1738,2025-05-15 16:08:13,Bahawalpur,58.47,34.21,52.89,109.34,54.82,52.83,0
emp_1354,2025-05-15 16:34:45,Bahawalpur,23.24,53.81,63.49,65.21,104.48,44.84,0
emp_1330,2025-05-15 09:33:26,Bahawalpur,50.44,46.25,48.84,146.22,145.72,21.14,0
emp_1875,2025-05-15 09:06:25,Bahawalpur,11.9,68.76,61.4,151.88,113.63,58.94,0
emp_0167,2025-05-15 18:29:15,Karachi,92.25,97.43,71.07,471.66,842.15,164.83,1
emp_1159,2025-05-15 09:32:02,Bahawalpur,17.48,52.07,75.38,174.73,113.98,47.47,0
emp_1944,2025-05-15 10:05:03,Bahawalpur,29.11,27.98,49.71,123.47,75.17,40.32,0
emp_0687,2025-05-15 15:46:16,Bahawalpur,48.65,34.53,63.21,29.41,77.7,55.03,0
emp_0272,2025-05-15 12:20:19,Bahawalpur,40.05,30.12,73.61,123.39,96.23,68.8,0
emp_0223,2025-05-15 09:31:40,Bahawalpur,11.13,35.45,73.42,116.6,74.85,29.44,0
emp_1865,2025-05-15 11:33:29,Bahawalpur,22.76,46.24,65.97,51.5,85.7,44.56,0
emp_1685,2025-05-15 14:13:12,Bahawalpur,35.51,44.17,38.22,161.47,17.61,53.41,0
emp_1897,2025-05-15 13:35:59,Bahawalpur,51.42,39.73,65.3,76.52,49.4,32.85,0
emp_0067,2025-05-15 09:07:01,Bahawalpur,31.55,43.23,45.41,98.12,128.49,43.52,0
emp_1567,2025-05-15 19:58:31,Lahore,95.97,85.17,79.84,622.15,514.6,200.0,1
emp_1143,2025-05-15 15:51:03,Bahawalpur,20.47,44.28,51.57,99.86,10.0,54.33,0
emp_1335,2025-05-15 12:25:44,Bahawalpur,29.27,30.63,54.13,162.15,77.22,29.98,1
emp_1512,2025-05-15 10:30:54,Bahawalpur,32.86,20.04,83.12,121.74,74.22,64.67,0
emp_1391,2025-05-15 11:01:43,Bahawalpur,5.31,42.75,63.66,123.07,103.75,59.74,0
emp_0502,2025-05-15 09:35:30,Bahawalpur,53.92,70.05,55.56,94.78,158.97,100.0,0
emp_0485,2025-05-15 11:50:55,Bahawalpur,20.97,61.13,44.65,109.96,100.92,48.37,0
emp_1202,2025-05-15 07:22:12,Karachi,100.0,90.61,83.81,827.37,595.73,171.55,1
emp_1517,2025-05-15 13:59:36,Bahawalpur,5.0,65.46,42.77,21.54,197.78,55.17,0
emp_0942,2025-05-15 14:52:27,Bahawalpur,24.75,61.04,40.68,113.64,75.4,55.87,0
emp_1426,2025-05-15 11:25:21,Bahawalpur,22.22,57.52,52.39,39.71,160.22,59.82,0
emp_1061,2025-05-15 14:32:59,Bahawalpur,41.32,77.35,49.62,98.71,86.21,58.43,0
emp_1352,2025-05-15 09:03:59,Bahawalpur,49.06,27.63,47.6,99.57,50.73,41.95,0
emp_0456,2025-05-15 15:43:26,Bahawalpur,26.03,51.25,66.35,142.54,57.18,59.66,0
emp_0626,2025-05-15 16:43:27,Bahawalpur,38.54,58.9,72.81,139.85,149.26,40.34,0
emp_1465,2025-05-15 14:00:47,Bahawalpur,43.51,52.98,53.64,34.58,126.77,58.5,0
emp_0597,2025-05-15 10:44:22,Bahawalpur,8.96,41.26,65.46,112.13,80.69,62.25,0
emp_1046,2025-05-15 14:39:15,Bahawalpur,31.92,56.24,61.87,101.48,83.48,20.0,0
emp_1903,2025-05-15 12:57:45,Bahawalpur,25.05,47.57,71.13,21.08,230.8,30.42,0
emp_0755,2025-05-15 13:53:32,Bahawalpur,35.89,56.9,43.95,139.23,136.27,99.72,0
emp_0377,2025-05-15 15:33:27,Bahawalpur,5.0,54.6,55.85,78.03,86.17,20.0,0
emp_1114,2025-05-15 11:41:06,Bahawalpur,17.02,39.66,56.23,10.0,10.0,36.83,0
emp_0426,2025-05-15 09:47:02,Bahawalpur,5.0,20.0,56.95,125.34,142.15,54.86,0
emp_0811,2025-05-15 21:34:16,Faisalabad,96.87,91.18,78.27,503.64,865.27,107.36,0
emp_1825,2025-05-15 09:44:58,Bahawalpur,8.68,58.19,42.88,129.68,163.58,68.72,0
emp_1680,2025-05-15 12:27:29,Bahawalpur,38.69,64.99,44.41,168.71,110.74,50.37,0
emp_0030,2025-05-15 15:14:53,Bahawalpur,29.86,54.6,87.2,82.86,113.92,39.82,0
emp_0830,2025-05-15 11:58:34,Bahawalpur,56.51,30.63,57.1,124.01,119.83,37.84,0
emp_1791,2025-05-15 10:24:39,Bahawalpur,32.33,55.32,88.8,138.06,43.25,63.81,0
emp_0475,2025-05-15 12:30:56,Bahawalpur,35.9,42.89,60.34,125.58,77.16,32.28,0
emp_0079,2025-05-15 16:43:42,Bahawalpur,25.9,70.16,80.77,112.6,32.94,60.77,0
emp_1694,2025-05-15 11:41:33,Bahawalpur,32.42,43.47,55.37,86.53,94.39,27.72,0
emp_0200,2025-05-15 11:00:24,Bahawalpur,33.02,27.95,30.0,119.23,50.7,48.01,0
emp_0045,2025-05-15 11:21:57,Bahawalpur,35.47,39.8,40.73,173.79,124.57,45.42,0
emp_0870,2025-05-15 13:18:22,Bahawalpur,33.78,57.85,66.14,82.74,69.26,48.14,0
emp_0735,2025-05-15 15:57:20,Bahawalpur,48.27,49.68,59.75,141.04,82.32,20.0,0
emp_0328,2025-05-15 13:57:11,Bahawalpur,12.0,50.08,38.29,52.81,95.06,20.0,0
emp_0537,2025-05-15 12:26:40,Bahawalpur,5.0,44.82,59.87,21.64,37.16,29.97,0
emp_0761,2025-05-15 12:54:36,Bahawalpur,27.44,47.24,43.03,135.09,110.28,52.51,0
emp_1099,2025-05-15 16:54:32,Bahawalpur,32.95,56.01,64.9,75.45,147.48,20.0,0
emp_0049,2025-05-15 13:56:54,Bahawalpur,18.26,62.8,63.71,99.52,143.95,59.61,0
emp_1940,2025-05-15 10:16:59,Bahawalpur,24.46,63.78,59.56,45.04,20.27,20.49,0
emp_0991,2025-05-15 03:26:33,Islamabad,91.13,99.45,96.21,965.6,603.58,138.53,0
emp_0932,2025-05-15 10:57:38,Bahawalpur,22.18,39.78,85.5,144.0,28.08,27.8,0
emp_1280,2025-05-15 11:33:19,Bahawalpur,64.89,43.13,48.46,162.2,157.3,20.0,0
emp_0643,2025-05-15 15:38:32,Bahawalpur,43.25,38.65,59.81,65.75,39.02,60.78,0
emp_1758,2025-05-15 10:39:24,Bahawalpur,30.16,45.41,50.63,116.47,63.74,53.7,0
emp_0468,2025-05-15 11:31:16,Bahawalpur,33.08,65.34,61.68,52.17,109.61,64.39,0
emp_0672,2025-05-15 10:53:33,Bahawalpur,14.56,44.49,30.0,138.73,97.04,76.4,0
emp_0076,2025-05-15 16:02:06,Bahawalpur,17.56,58.87,54.28,89.64,163.5,75.9,0
emp_0452,2025-05-15 14:49:10,Bahawalpur,22.34,43.84,30.73,78.87,165.55,59.55,0
emp_0153,2025-05-15 11:29:49,Bahawalpur,23.67,49.18,47.69,10.65,138.95,49.49,0
emp_1675,2025-05-15 10:26:59,Bahawalpur,49.81,39.89,30.0,60.42,211.83,20.01,0
emp_1649,2025-05-15 23:08:09,Rawalpindi,94.9,83.87,88.0,602.52,730.79,135.71,1
emp_0957,2025-05-15 10:18:36,Bahawalpur,21.7,79.8,76.31,10.0,62.36,82.64,0
emp_1745,2025-05-15 04:27:39,Faisalabad,93.67,75.39,85.11,616.16,831.01,200.0,1
emp_1553,2025-05-15 14:01:53,Bahawalpur,21.43,46.1,53.83,148.48,70.33,23.15,0
emp_0161,2025-05-15 10:58:50,Bahawalpur,32.56,40.84,60.77,92.47,93.17,49.52,0
emp_1044,2025-05-15 14:08:32,Bahawalpur,48.78,24.4,46.04,92.42,90.44,62.25,0
emp_1909,2025-05-15 12:06:03,Bahawalpur,23.23,53.83,41.58,138.97,65.2,51.63,0
emp_1414,2025-05-15 10:15:21,Bahawalpur,40.67,62.72,48.98,57.44,83.59,57.58,0
emp_1898,2025-05-15 11:14:23,Bahawalpur,30.11,54.95,45.69,179.88,67.81,63.64,0
emp_0793,2025-05-15 12:15:23,Bahawalpur,34.67,39.09,59.63,126.66,148.41,54.24,0
emp_1838,2025-05-15 11:01:41,Bahawalpur,10.05,50.51,45.88,82.36,151.21,71.27,0
emp_1556,2025-05-15 15:26:21,Bahawalpur,34.94,49.61,84.11,59.45,143.46,20.0,0
emp_0377,2025-05-15 15:11:12,Bahawalpur,42.96,63.17,50.47,39.41,106.16,50.88,0
emp_1967,2025-05-15 12:48:11,Bahawalpur,54.51,27.9,49.81,75.52,133.6,59.99,0
emp_1964,2025-05-15 13:23:50,Bahawalpur,42.09,44.4,55.59,146.65,42.16,62.35,0
emp_1083,2025-05-15 16:49:02,Bahawalpur,29.61,77.27,54.33,125.91,116.07,69.18,0
emp_0501,2025-05-15 13:11:02,Bahawalpur,52.0,36.19,53.99,171.95,102.78,38.25,1
emp_0029,2025-05-15 09:14:13,Bahawalpur,44.37,53.11,64.62,45.22,55.96,85.97,0
emp_1470,2025-05-15 15:27:25,Bahawalpur,5.0,56.41,62.16,109.07,63.08,39.22,0
emp_0751,2025-05-15 16:30:12,Bahawalpur,28.13,40.35,75.66,165.54,218.33,35.48,0
emp_0428,2025-05-15 19:03:34,Lahore,100.0,70.0,74.37,1000.0,620.2,130.21,0
emp_1599,2025-05-15 06:33:13,Rawalpindi,100.0,90.11,92.15,617.56,986.17,145.96,0
emp_1848,2025-05-15 13:08:00,Bahawalpur,37.51,28.31,59.22,52.8,122.2,36.9,0
emp_1936,2025-05-15 13:10:12,Bahawalpur,7.92,61.5,89.01,146.78,140.75,51.54,0
emp_0462,2025-05-15 15:53:10,Bahawalpur,22.7,61.61,30.0,59.5,51.01,81.77,1
emp_1377,2025-05-15 14:57:05,Bahawalpur,22.47,32.91,47.42,45.42,66.43,96.84,0
emp_0415,2025-05-15 13:25:11,Bahawalpur,49.65,50.71,61.43,60.58,10.0,33.62,1
emp_1360,2025-05-15 05:35:02,Faisalabad,93.47,81.76,70.0,624.87,734.11,121.08,1
emp_0237,2025-05-15 11:02:54,Bahawalpur,38.37,42.62,43.06,72.85,19.09,85.76,0
emp_0445,2025-05-15 09:11:20,Bahawalpur,40.99,66.16,65.3,155.67,68.46,48.88,0
emp_0832,2025-05-15 10:37:31,Bahawalpur,35.07,73.35,60.44,76.73,113.82,74.05,0
emp_1398,2025-05-15 09:33:49,Bahawalpur,32.5,80.0,56.68,123.52,60.34,70.25,0
emp_1564,2025-05-15 15:22:49,Bahawalpur,24.65,33.52,55.25,70.96,124.91,74.32,0
emp_1579,2025-05-15 09:56:57,Bahawalpur,17.66,72.12,65.99,114.34,74.35,79.41,0
emp_0869,2025-05-15 11:56:15,Bahawalpur,48.39,52.34,66.85,94.17,111.95,51.96,0
emp_1598,2025-05-15 13:57:31,Bahawalpur,34.39,38.47,73.53,112.96,81.56,32.87,0
emp_1134,2025-05-15 20:19:28,Islamabad,96.44,100.0,98.55,1000.0,810.99,147.01,0
emp_0020,2025-05-15 15:21:11,Bahawalpur,25.82,62.68,59.27,29.74,97.38,84.08,0
emp_0319,2025-05-15 10:20:01,Bahawalpur,28.91,49.06,44.17,163.91,197.85,68.15,0
emp_0247,2025-05-15 15:37:59,Bahawalpur,33.65,49.82,76.78,154.35,120.38,51.42,0
emp_0386,2025-05-15 09:31:46,Bahawalpur,24.16,50.15,49.64,79.04,31.82,63.49,0
emp_1612,2025-05-15 10:40:22,Bahawalpur,39.56,80.0,63.39,65.07,61.77,46.78,0
emp_0023,2025-05-15 14:48:25,Bahawalpur,15.72,39.85,48.41,141.51,145.02,59.02,0
emp_0448,2025-05-15 13:24:15,Bahawalpur,16.15,62.5,52.11,202.97,24.34,34.85,0
emp_1151,2025-05-15 15:37:44,Bahawalpur,30.26,42.05,46.71,98.52,77.71,76.57,0
emp_0083,2025-05-15 16:06:07,Bahawalpur,55.21,49.97,47.73,106.15,72.47,37.67,0
emp_1994,2025-05-15 12:33:25,Bahawalpur,34.71,56.56,74.29,46.9,139.2,76.87,0
emp_1596,2025-05-15 05:04:55,Rawalpindi,96.33,94.54,89.46,593.77,660.19,191.2,1
emp_1719,2025-05-15 12:08:11,Bahawalpur,34.58,30.28,57.87,113.55,254.42,40.59,0
emp_0854,2025-05-15 09:21:29,Bahawalpur,61.07,28.65,90.0,59.79,129.64,35.23,0
emp_1720,2025-05-15 09:04:52,Bahawalpur,32.91,28.32,53.45,10.0,212.51,52.08,0
emp_1133,2025-05-15 17:50:37,Karachi,90.0,70.52,88.27,773.21,423.68,189.63,1
emp_1528,2025-05-15 10:15:27,Bahawalpur,46.51,51.44,79.11,106.32,173.71,41.23,0
emp_0216,2025-05-15 16:27:56,Bahawalpur,35.27,62.06,42.37,124.71,167.27,32.85,0
emp_0215,2025-05-15 08:20:51,Lahore,98.4,78.95,100.0,512.2,457.24,171.2,1
emp_0617,2025-05-15 11:23:40,Bahawalpur,32.65,37.56,43.03,133.79,55.41,43.25,0
emp_0638,2025-05-15 14:29:34,Bahawalpur,22.05,49.52,34.17,82.88,81.52,31.63,0
emp_0843,2025-05-15 11:26:38,Bahawalpur,5.23,57.14,45.86,148.25,19.68,65.47,0
emp_0801,2025-05-15 13:37:39,Bahawalpur,16.48,45.01,90.0,115.41,288.31,76.77,0
emp_0047,2025-05-15 10:31:47,Bahawalpur,17.89,46.65,44.33,189.2,184.07,32.32,0
emp_0568,2025-05-15 11:26:04,Bahawalpur,24.06,78.04,35.58,140.8,106.65,59.11,0
emp_1411,2025-05-15 12:26:07,Bahawalpur,7.61,54.63,52.58,90.69,76.79,77.89,0
emp_1737,2025-05-15 10:11:36,Bahawalpur,29.15,68.79,57.22,158.29,85.09,20.0,0
emp_0083,2025-05-15 11:24:38,Bahawalpur,37.03,52.28,78.48,121.87,71.81,20.0,1
emp_0473,2025-05-15 15:39:01,Bahawalpur,19.07,60.18,57.95,75.52,75.33,25.13,0
emp_0146,2025-05-15 11:25:49,Bahawalpur,35.94,59.34,55.06,34.59,146.53,56.23,0
emp_0543,2025-05-15 12:51:51,Bahawalpur,33.33,41.94,45.15,30.85,68.72,68.24,0
emp_0267,2025-05-15 13:27:17,Bahawalpur,20.02,33.81,65.07,111.28,105.96,38.34,0
emp_0285,2025-05-15 10:46:12,Bahawalpur,51.41,25.64,65.56,71.57,165.68,28.91,0
emp_1920,2025-05-15 14:24:28,Bahawalpur,32.36,58.36,45.15,153.5,106.68,21.02,0
emp_0612,2025-05-15 12:11:18,Bahawalpur,24.96,25.01,68.98,15.86,113.79,64.53,0
emp_1545,2025-05-15 12:03:18,Bahawalpur,14.05,35.73,64.17,121.62,46.51,20.0,0
emp_0102,2025-05-15 10:24:57,Bahawalpur,36.79,52.84,69.31,160.48,85.5,32.4,0
emp_0196,2025-05-15 13:06:34,Bahawalpur,5.0,67.3,31.31,17.86,152.54,88.4,0
emp_0860,2025-05-15 16:53:07,Bahawalpur,26.93,38.72,71.49,82.73,10.0,20.0,0
emp_0693,2025-05-15 19:10:10,Islamabad,93.34,100.0,86.83,300.0,502.58,123.06,1
emp_1234,2025-05-15 14:53:32,Bahawalpur,34.88,48.61,64.98,125.86,49.55,48.76,0
emp_1187,2025-05-15 11:21:36,Bahawalpur,31.29,51.64,53.49,162.02,113.67,75.52,0
emp_0554,2025-05-15 14:49:25,Bahawalpur,10.77,56.35,49.85,212.4,73.5,46.11,0
emp_0038,2025-05-15 09:10:59,Bahawalpur,34.8,28.9,53.37,105.54,185.23,27.84,0
emp_1784,2025-05-15 21:38:51,Karachi,94.36,74.58,90.07,516.47,643.46,144.23,1
emp_1252,2025-05-15 12:10:09,Bahawalpur,31.97,60.25,43.95,128.35,106.16,55.36,0
emp_1638,2025-05-15 12:35:37,Bahawalpur,24.68,59.71,56.76,75.36,133.0,34.11,1
emp_1718,2025-05-15 09:02:53,Bahawalpur,9.65,55.78,83.6,130.23,34.16,49.52,1
emp_0226,2025-05-15 16:56:01,Bahawalpur,29.08,40.42,80.43,135.85,91.26,46.21,0
emp_1830,2025-05-15 16:35:19,Bahawalpur,22.52,62.63,65.03,18.02,10.76,62.56,0
emp_0263,2025-05-15 16:06:27,Bahawalpur,33.07,66.55,48.79,149.36,80.11,50.05,0
emp_0146,2025-05-15 13:52:43,Bahawalpur,50.42,47.09,53.71,169.4,195.59,50.19,0
emp_1363,2025-05-15 13:32:32,Bahawalpur,33.94,53.34,60.53,130.66,67.09,23.44,1
emp_1205,2025-05-15 13:01:55,Bahawalpur,20.11,64.31,43.25,114.58,10.0,45.35,0
emp_0015,2025-05-15 11:35:03,Bahawalpur,35.65,36.47,46.96,156.27,40.53,82.85,0
emp_1722,2025-05-15 09:32:36,Bahawalpur,35.64,44.68,46.01,27.86,33.22,65.1,0
emp_0493,2025-05-15 16:10:55,Bahawalpur,27.4,34.76,39.21,32.28,79.75,20.0,0
emp_1686,2025-05-15 09:49:45,Bahawalpur,32.09,80.0,57.25,96.73,83.03,25.65,0
emp_0544,2025-05-15 12:56:26,Bahawalpur,31.72,53.05,66.15,135.77,97.98,36.22,0
emp_0435,2025-05-15 13:57:18,Bahawalpur,23.69,27.87,78.56,89.64,154.37,63.65,0
emp_1651,2025-05-15 23:16:29,Lahore,90.22,70.4,92.74,718.23,406.51,126.28,0
emp_1798,2025-05-15 15:46:02,Bahawalpur,5.0,55.95,48.99,121.63,40.64,38.73,0
emp_0314,2025-05-15 09:31:17,Bahawalpur,24.08,63.59,58.87,10.0,75.79,39.39,0
emp_0876,2025-05-15 11:10:52,Bahawalpur,30.09,52.71,67.78,109.64,104.47,29.66,0
emp_1366,2025-05-15 06:31:14,Rawalpindi,100.0,73.23,86.76,455.72,300.0,125.57,0
emp_1278,2025-05-15 10:14:27,Bahawalpur,18.7,58.78,61.56,159.33,146.08,50.3,0
emp_1483,2025-05-15 08:49:24,Lahore,100.0,90.51,89.57,622.44,439.12,111.99,1
emp_1884,2025-05-15 09:44:07,Bahawalpur,23.64,46.79,54.87,141.39,10.0,20.0,0
emp_0516,2025-05-15 09:40:53,Bahawalpur,17.21,63.75,65.88,88.19,33.62,61.09,0
emp_0754,2025-05-15 14:00:37,Bahawalpur,25.3,60.71,49.01,94.61,121.76,69.14,0
emp_1925,2025-05-15 14:37:27,Bahawalpur,10.8,40.24,85.25,37.47,81.34,74.95,0
emp_0912,2025-05-15 10:50:23,Bahawalpur,5.0,65.49,65.0,175.19,50.41,45.04,0
emp_0466,2025-05-15 11:47:25,Bahawalpur,35.97,43.55,40.45,86.66,179.04,53.82,0
emp_0753,2025-05-15 11:01:58,Bahawalpur,29.92,54.41,60.19,206.08,88.76,24.14,0
emp_0723,2025-05-15 14:55:24,Bahawalpur,26.47,39.88,64.37,10.0,54.75,34.79,0
emp_0523,2025-05-15 11:38:31,Bahawalpur,25.54,63.37,69.55,158.11,136.85,52.28,0
emp_1128,2025-05-15 20:35:54,Faisalabad,90.0,78.17,98.65,426.67,674.44,111.6,1
emp_1205,2025-05-15 09:32:11,Bahawalpur,51.84,63.59,78.42,101.32,61.34,70.94,0
emp_1040,2025-05-15 05:09:00,Islamabad,94.33,77.65,76.29,300.0,566.63,127.43,0
emp_1296,2025-05-15 16:59:47,Bahawalpur,47.77,47.69,62.67,83.48,125.18,47.1,0
emp_1584,2025-05-15 14:00:26,Bahawalpur,61.56,53.32,65.02,160.15,114.47,77.38,0
emp_0739,2025-05-15 12:56:25,Bahawalpur,22.54,60.9,73.06,106.93,90.23,37.94,0
emp_1435,2025-05-15 16:56:12,Bahawalpur,57.68,69.67,75.72,13.68,85.76,23.2,0
emp_1732,2025-05-15 09:34:22,Bahawalpur,21.17,54.64,64.28,52.26,122.15,68.07,0
emp_1195,2025-05-15 12:06:16,Bahawalpur,12.77,63.81,30.0,115.52,10.0,25.44,1
emp_1551,2025-05-15 11:04:07,Bahawalpur,25.94,45.81,54.35,156.97,43.47,57.7,0
emp_0921,2025-05-15 14:27:16,Bahawalpur,34.4,32.79,90.0,129.03,84.7,60.64,0
emp_1190,2025-05-15 11:15:40,Bahawalpur,49.42,54.1,66.51,49.69,134.92,60.57,0
emp_1014,2025-05-15 14:05:37,Bahawalpur,14.75,52.44,55.99,39.37,95.4,38.96,0
emp_1962,2025-05-15 11:14:22,Bahawalpur,31.09,55.05,60.72,102.66,91.98,99.47,0
emp_0847,2025-05-15 00:38:35,Rawalpindi,93.0,80.27,86.97,425.88,609.99,146.64,1
emp_0084,2025-05-15 09:48:57,Bahawalpur,17.62,50.7,61.17,177.2,119.25,20.0,0
emp_0245,2025-05-15 05:54:11,Lahore,94.61,73.03,70.0,606.52,317.53,160.51,0
emp_0093,2025-05-15 13:26:25,Bahawalpur,18.84,37.61,80.57,100.9,128.26,80.28,0
emp_0020,2025-05-15 10:49:37,Bahawalpur,30.65,58.37,30.0,85.17,112.07,26.98,0
emp_0154,2025-05-15 09:08:07,Bahawalpur,37.02,53.27,54.64,132.23,181.61,44.08,0
emp_1876,2025-05-15 13:38:25,Bahawalpur,13.46,36.76,66.0,86.12,141.7,61.42,0
emp_1830,2025-05-15 12:20:31,Bahawalpur,23.99,37.5,62.7,121.73,105.57,77.12,0
emp_0738,2025-05-15 15:52:50,Bahawalpur,49.39,57.12,76.54,138.02,188.09,20.0,0
emp_1505,2025-05-15 12:24:48,Bahawalpur,33.03,39.43,66.85,62.88,144.77,25.08,0
emp_1074,2025-05-15 11:22:43,Bahawalpur,23.57,44.36,68.81,11.37,86.86,32.09,0
emp_0008,2025-05-15 13:35:00,Bahawalpur,27.14,53.26,73.05,124.78,107.52,57.3,0
emp_1410,2025-05-15 09:16:14,Bahawalpur,27.5,50.84,67.76,117.1,67.35,54.14,1
emp_1204,2025-05-15 09:15:34,Bahawalpur,31.62,73.4,49.42,87.9,114.87,49.83,0
emp_1247,2025-05-15 16:14:01,Bahawalpur,46.26,80.0,79.65,17.6,83.45,40.74,0
emp_1167,2025-05-15 14:46:17,Bahawalpur,33.78,44.99,46.56,66.8,120.2,22.97,0
emp_0892,2025-05-15 13:56:50,Bahawalpur,33.88,60.81,56.01,180.39,133.53,73.34,0
emp_1419,2025-05-15 16:32:30,Bahawalpur,24.82,34.66,55.29,148.84,97.83,50.12,0
emp_0322,2025-05-15 09:05:34,Bahawalpur,5.0,49.83,54.68,106.85,10.0,100.0,0
emp_1580,2025-05-15 17:26:16,Lahore,91.4,94.38,93.38,500.78,731.43,172.41,0
emp_0624,2025-05-15 14:47:07,Bahawalpur,55.07,74.17,64.12,59.51,72.56,32.62,0
emp_1799,2025-05-15 13:58:51,Bahawalpur,44.97,38.51,75.36,38.82,126.8,66.9,0
emp_1221,2025-05-15 12:43:05,Bahawalpur,46.23,53.11,69.78,154.29,122.45,20.0,0
emp_0137,2025-05-15 16:58:26,Bahawalpur,28.03,44.85,65.3,109.48,122.87,52.78,0
emp_0264,2025-05-15 15:28:25,Bahawalpur,27.05,42.13,61.2,58.49,76.16,44.22,0
emp_1829,2025-05-15 14:57:23,Bahawalpur,9.58,20.83,49.93,17.77,64.21,71.5,0
emp_1962,2025-05-15 16:10:17,Bahawalpur,45.2,65.48,43.46,136.15,126.56,50.22,0
emp_1713,2025-05-15 16:45:13,Bahawalpur,42.25,48.76,63.17,123.1,67.7,39.45,0
emp_1890,2025-05-15 23:02:36,Islamabad,99.25,74.74,82.63,300.0,422.81,162.12,1
emp_0165,2025-05-15 12:05:35,Bahawalpur,5.19,57.86,30.0,115.7,112.86,53.82,0
emp_1474,2025-05-15 13:39:21,Bahawalpur,47.91,46.12,65.84,164.07,35.84,48.32,0
emp_1309,2025-05-15 10:14:18,Bahawalpur,19.54,60.74,62.95,186.98,10.0,60.46,0
emp_1276,2025-05-15 23:49:03,Karachi,92.85,77.65,70.0,493.98,622.76,100.0,1
emp_1021,2025-05-15 16:14:41,Bahawalpur,54.24,50.8,45.72,76.01,99.25,95.68,0
emp_1846,2025-05-15 11:25:43,Bahawalpur,18.52,48.63,47.09,84.86,10.0,20.0,0
emp_1801,2025-05-15 08:46:55,Faisalabad,100.0,97.29,82.42,553.73,642.44,100.0,1
emp_0579,2025-05-15 10:56:12,Bahawalpur,19.96,61.74,36.49,129.85,10.0,32.55,0
emp_0992,2025-05-15 09:34:33,Bahawalpur,60.26,52.03,53.81,33.0,152.91,54.88,0
emp_1333,2025-05-15 15:20:31,Bahawalpur,39.66,44.98,68.39,38.41,131.26,20.0,0
emp_0552,2025-05-15 16:12:39,Bahawalpur,19.56,25.14,50.78,33.54,99.32,88.61,0
emp_1601,2025-05-15 12:54:46,Bahawalpur,23.45,48.38,68.64,86.23,69.88,58.06,0
emp_0639,2025-05-15 14:16:21,Bahawalpur,25.53,50.92,58.81,119.86,62.07,87.29,0
emp_0555,2025-05-15 11:21:11,Bahawalpur,19.62,59.11,71.81,13.37,177.53,94.43,0
emp_0527,2025-05-15 15:53:21,Bahawalpur,29.36,66.96,54.66,116.47,172.66,93.07,0
emp_0664,2025-05-15 14:50:01,Bahawalpur,23.98,57.72,66.15,77.22,130.89,66.59,0
emp_1414,2025-05-15 16:01:44,Bahawalpur,16.12,39.03,84.74,132.37,168.65,62.46,0
emp_1330,2025-05-15 10:47:30,Bahawalpur,9.44,53.08,60.46,142.25,77.92,81.57,0
emp_0601,2025-05-15 12:12:13,Bahawalpur,19.54,76.94,67.8,214.22,10.0,97.8,0
emp_1815,2025-05-15 12:01:17,Bahawalpur,29.45,44.06,64.99,65.27,120.38,57.12,0
emp_1610,2025-05-15 13:47:33,Bahawalpur,31.44,52.48,61.18,73.9,151.29,55.12,0
